year,nestbox_id,lat_dd,lon_dd,species,lay_date,clutch_size,ld_doy
2007,HV.0262.0,52.037372561853,5.86159330419176,pied flycatcher,2007-05-02,7,122
2009,HV.0262.0,52.037372561853,5.86159330419176,pied flycatcher,2009-05-02,8,122
2010,HV.0262.0,52.037372561853,5.86159330419176,great tit,2010-04-13,4,103
2011,HV.0262.0,52.037372561853,5.86159330419176,great tit,2011-04-12,9,102
2012,HV.0262.0,52.037372561853,5.86159330419176,blue tit,2012-04-09,11,100
2013,HV.0262.0,52.037372561853,5.86159330419176,pied flycatcher,2013-05-06,5,126
2014,HV.0262.0,52.037372561853,5.86159330419176,great tit,2014-05-30,5,150
2015,HV.0262.0,52.037372561853,5.86159330419176,great tit,2015-06-01,7,152
2017,HV.0262.0,52.037372561853,5.86159330419176,great tit,2017-04-05,8,95
2018,HV.0262.0,52.037372561853,5.86159330419176,great tit,2018-04-20,4,110
2019,HV.0262.0,52.037372561853,5.86159330419176,pied flycatcher,2019-05-02,6,122
2020,HV.0262.0,52.037372561853,5.86159330419176,great tit,2020-04-18,7,109
2021,HV.0262.0,52.037372561853,5.86159330419176,nuthatch,2021-04-11,9,101
2022,HV.0262.0,52.037372561853,5.86159330419176,nuthatch,2022-03-30,9,89
2023,HV.0262.0,52.037372561853,5.86159330419176,nuthatch,2023-04-13,8,103
2024,HV.0262.0,52.037372561853,5.86159330419176,nuthatch,2024-04-07,9,98
2025,HV.0262.0,52.037372561853,5.86159330419176,nuthatch,2025-04-10,6,100
1969,HV.0263.0,52.03991355397675,5.861524707790271,great tit,1969-05-11,8,131
1970,HV.0263.0,52.03991355397675,5.861524707790271,great tit,1970-06-14,6,165
